feature,selection_frequency,top20_frequency,permutation_importance,effect_size,effect_direction,missing_rate_change,ks_statistic,spc_alert_rate,rank_stability,consensus_rank,interpretation,absolute_effect_size,q_contribution,consensus_score
sensor_021,1.0,1.0,0.0033061791503711815,0.36358290759239836,higher among failures,0.0006604739497403196,0.34546107784431135,0.18675179569034317,0.30510051218771933,1,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.36358290759239836,0.012512833041748753,0.8953860640301318
sensor_385,0.0,0.0,0.0,0.1715058938211263,higher among failures,0.27562718500167105,0.19281239242685022,0.0,0.0,112,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1715058938211263,0.0,0.5833333333333335
sensor_164,1.0,0.0,-0.00046544643317553424,0.2721321893536294,higher among failures,0.0006604739497403196,0.15449101796407183,0.0,0.15507184939175048,113,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2721321893536294,0.0,0.5822033898305085
sensor_580,0.0,0.0,0.0,0.20961970895870577,higher among failures,0.030899040323393523,0.16731403013182672,0.0,0.0,114,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20961970895870577,0.0,0.5808851224105462
sensor_281,0.25,0.0,0.0,-0.08966117705038079,lower among failures,0.0,0.21569646845374824,0.0,1.0,115,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.08966117705038079,0.0,0.5805084745762712
sensor_198,0.75,0.0,-0.0018644648104381213,0.15535412028134105,higher among failures,0.00862860143978016,0.10576257545271633,0.0,0.09825821013033008,116,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15535412028134105,0.0,0.5786252354048965
sensor_588,0.75,0.0,-0.004901014922929867,0.2223371991690322,higher among failures,0.0013315579227696406,0.18793625498007965,0.0,0.0767592508244488,117,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2223371991690322,0.0,0.5784369114877589
sensor_435,1.0,0.0,-0.0007182827966222882,0.2864195502759321,higher among failures,0.0006604739497403196,0.13331736526946103,0.0,0.27792629762666365,118,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2864195502759321,0.0,0.5761770244821093
sensor_579,0.0,0.0,0.0,0.2516386508484562,higher among failures,0.030899040323393523,0.13535781544256123,0.0,0.0,119,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2516386508484562,0.0,0.5761770244821093
sensor_201,0.75,0.0,-0.0018641348361149875,0.13482047102444128,higher among failures,0.007297043517010519,0.12504936159010138,0.0,0.10442279017092135,120,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.13482047102444128,0.0,0.5748587570621468
sensor_428,0.0,0.0,0.0,-0.08252766037688614,lower among failures,0.013315579227696404,0.4396395524514627,0.0,0.0,121,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.08252766037688614,0.0,0.5739171374764597
sensor_565,0.0,0.0,0.0,0.12830365182746514,higher among failures,0.322300677449987,0.18625878049794264,0.0,0.0,122,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12830365182746514,0.0,0.5731638418079097
sensor_299,1.0,0.0,-0.0025564884056424736,0.2740903900706298,higher among failures,0.0006604739497403196,0.1702674650698603,0.0,0.06354337162504536,123,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2740903900706298,0.0,0.5729755178907721
sensor_155,0.0,0.0,0.0,-0.07980116132255934,lower among failures,0.013315579227696404,0.4296793930889129,0.0,0.0,124,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07980116132255934,0.0,0.5727871939736348
sensor_430,1.0,0.0,-0.0024627834357346876,0.30710014062221286,higher among failures,0.0006604739497403196,0.1308343313373253,0.0,0.2449655295864104,125,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.30710014062221286,0.0,0.5725988700564971
sensor_255,0.5,0.0,0.0,-0.04028624403801795,lower among failures,0.0,0.5050291510389865,0.0,0.10526315789473684,126,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.04028624403801795,0.0,0.5717514124293785
sensor_377,0.25,0.0,-0.005415337981392631,-0.16242302916502396,lower among failures,0.00398406374501992,0.1402769640479361,0.0,1.0,127,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.16242302916502396,0.0,0.5712806026365348
sensor_121,0.0,0.0,0.0,0.17744539953481756,higher among failures,0.007989347536617843,0.250693868820022,0.0,0.0,128,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.17744539953481756,0.0,0.5707156308851224
sensor_270,0.25,0.0,-0.0008310394193099633,-0.07853449474106051,lower among failures,0.006657789613848202,0.16218771028486592,0.0,1.0,129,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07853449474106051,0.0,0.5706214689265537
sensor_563,0.0,0.0,0.0,-0.07269337157886563,lower among failures,0.322300677449987,0.29428072654723814,0.0,0.0,130,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07269337157886563,0.0,0.5684557438794727
sensor_569,0.0,0.0,0.0,0.14736818315926406,higher among failures,0.322300677449987,0.1497319090569018,0.0,0.0,131,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.14736818315926406,0.0,0.5667608286252355
sensor_354,0.25,0.0,0.0,-0.20912637652820243,lower among failures,0.0,0.08260433631651831,0.0,1.0,132,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20912637652820243,0.0,0.5663841807909604
sensor_544,0.0,0.0,0.00017169137813863867,0.1681200528900006,higher among failures,0.0,0.5922514999920425,0.0,0.0,133,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1681200528900006,0.0,0.5652542372881357
sensor_393,0.5,0.0,0.0,0.0018560275408144387,higher among failures,0.0,0.5548723879448916,0.0,0.4,134,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.0018560275408144387,0.0,0.564406779661017
sensor_249,1.0,0.0,0.0,0.20207536432953194,higher among failures,0.0,0.007339483610166453,0.0,0.585786437626905,135,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20207536432953194,0.0,0.5639359698681733
sensor_123,0.0,0.0,0.0,0.14076201452418713,higher among failures,0.007989347536617843,0.26231984812428144,0.0,0.0,136,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.14076201452418713,0.0,0.5637476459510358
sensor_274,0.0,0.0,0.0,-0.07115691606723955,lower among failures,0.01062063331229012,0.33188709677419354,0.0,0.0,137,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07115691606723955,0.0,0.562617702448211
sensor_340,0.0,0.0,0.0,0.10742431553624979,higher among failures,0.00862860143978016,0.2652635814889337,0.0,0.0,138,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.10742431553624979,0.0,0.5609227871939737
sensor_060,0.0,0.0,0.0,0.10027140457159775,higher among failures,0.00862860143978016,0.2745539906103287,0.0,0.0,139,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.10027140457159775,0.0,0.5603578154425612
sensor_567,0.0,0.0,0.0,0.11325878469680814,higher among failures,0.322300677449987,0.15777048090111812,0.0,0.0,140,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11325878469680814,0.0,0.5596045197740114
sensor_072,0.0,0.0,0.0,0.0986329949453429,higher among failures,0.23276269091410656,0.18375988542250454,0.0,0.0,141,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.0986329949453429,0.0,0.5580979284369115
sensor_157,0.0,0.0,0.0,-0.28532654109154776,lower among failures,0.001586198481705603,0.24029680365296802,0.0,0.0,142,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.28532654109154776,0.0,0.5577212806026366
sensor_165,1.0,0.0,-0.000469544751995947,0.27743313802828495,higher among failures,0.0006604739497403196,0.10386427145708588,0.0,0.13076394558967677,143,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.27743313802828495,0.0,0.5560263653483992
sensor_204,0.0,0.0,0.0,0.10619246741587553,higher among failures,0.00862860143978016,0.23265727699530525,0.0,0.0,144,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.10619246741587553,0.0,0.5556497175141244
sensor_139,0.0,0.0,0.0,-0.06431575897880544,lower among failures,0.01062063331229012,0.2995591397849462,0.0,0.0,145,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.06431575897880544,0.0,0.5554613935969869
sensor_300,1.0,0.0,-0.00020259319757751776,0.2756955458411763,higher among failures,0.0006604739497403196,0.10996407185628743,0.0,0.07754716906313396,146,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2756955458411763,0.0,0.5554613935969868
sensor_548,0.0,0.0,0.0,0.036005180234113435,higher among failures,0.13348470299892307,0.36937113066145316,0.0,0.0,147,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.036005180234113435,0.0,0.5541431261770245
sensor_293,0.0,0.0,0.0,0.5154514315215452,higher among failures,0.001586198481705603,0.18778538812785384,0.0,0.0,148,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.5154514315215452,0.0,0.5524482109227873
sensor_294,1.0,0.0,-0.0005313772803355182,0.28658958896117437,higher among failures,0.0006604739497403196,0.10086227544910187,0.0,0.08581011445627786,149,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.28658958896117437,0.0,0.5518832391713748
sensor_068,0.0,0.0,0.0,-0.11599135807084668,lower among failures,0.00862860143978016,0.18747686116700196,0.0,0.0,150,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11599135807084668,0.0,0.5516949152542374
sensor_546,0.0,0.0,0.0,-0.06144045040532835,lower among failures,0.13348470299892307,0.23677093515803194,0.0,0.0,151,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.06144045040532835,0.0,0.551129943502825
sensor_067,0.0,0.0,0.0,0.11042709693614128,higher among failures,0.00862860143978016,0.19160026827632465,0.0,0.0,152,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11042709693614128,0.0,0.5501883239171375
sensor_491,0.0,0.0,0.0,0.17409107919957986,higher among failures,0.009331515482676484,0.12408636977058031,0.0,0.0,153,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.17409107919957986,0.0,0.5490583804143127
sensor_199,0.0,0.0,0.0,0.12253238310627126,higher among failures,0.00862860143978016,0.16961770623742456,0.0,0.0,154,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12253238310627126,0.0,0.5486817325800377
sensor_436,1.0,0.0,-0.0002857472997038202,0.2859177406452479,higher among failures,0.0006604739497403196,0.07301397205588822,0.0,0.15732988971222167,155,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2859177406452479,0.0,0.5484934086629002
sensor_158,0.0,0.0,0.0,0.5550119227909714,higher among failures,0.001586198481705603,0.17237442922374424,0.0,0.0,156,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.5550119227909714,0.0,0.5481167608286254
sensor_292,0.0,0.0,0.0,-0.23205983907815775,lower among failures,0.001586198481705603,0.21404109589041098,0.0,0.0,157,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.23205983907815775,0.0,0.5469868173258005
sensor_202,0.0,0.0,0.0,0.132504881301979,higher among failures,0.007297043517010519,0.19342221553620786,0.0,0.0,158,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.132504881301979,0.0,0.5452919020715632
sensor_365,0.0,0.0,0.0,0.18190281067545996,higher among failures,0.00398406374501992,0.22921704394141146,0.0,0.0,159,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18190281067545996,0.0,0.5451035781544257
sensor_335,0.0,0.0,0.0,0.09116320233401332,higher among failures,0.00862860143978016,0.20571428571428563,0.0,0.0,160,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.09116320233401332,0.0,0.5445386064030132
sensor_552,0.0,0.0,0.0,0.022865186254753533,higher among failures,0.13348470299892307,0.3023053111762789,0.0,0.0,161,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.022865186254753533,0.0,0.5437853107344633
sensor_476,0.0,0.0,0.0,0.07965994929716592,higher among failures,0.00862860143978016,0.22659691482226707,0.0,0.0,162,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07965994929716592,0.0,0.5434086629001884
sensor_133,0.0,0.0,0.0,0.21582453161955958,higher among failures,0.006657789613848202,0.1351857983615138,0.0,0.0,163,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.21582453161955958,0.0,0.5429378531073447
sensor_412,0.0,0.0,0.0,-0.05079404463412062,lower among failures,0.01062063331229012,0.24968279569892465,0.0,0.0,164,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.05079404463412062,0.0,0.5426553672316384
sensor_301,1.0,0.0,-0.002384323511451121,0.1947217176733089,higher among failures,0.0006604739497403196,0.115001996007984,0.0,0.10131098953634865,165,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1947217176733089,0.0,0.5426553672316383
sensor_344,0.0,0.0,0.0,-0.07951853150639523,lower among failures,0.00862860143978016,0.20936552649228712,0.0,0.0,166,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07951853150639523,0.0,0.5411487758945386
sensor_044,0.0,0.0,0.0,-0.18176467956145145,lower among failures,0.0013315579227696406,0.30013811420982733,0.0,0.0,167,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18176467956145145,0.0,0.5409604519774011
sensor_006,0.0,0.0,0.0,0.020781063237526935,higher among failures,0.01062063331229012,0.3311290322580645,0.0,0.0,168,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.020781063237526935,0.0,0.5402071563088513
sensor_480,0.0,0.0,0.0,-0.038458605357859096,lower among failures,0.00862860143978016,0.3176042924211939,0.0,0.0,169,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.038458605357859096,0.0,0.5394538606403013
sensor_290,0.0,0.0,0.0,-0.004682322388399556,lower among failures,0.013315579227696404,0.40731540773478286,0.0,0.0,170,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.004682322388399556,0.0,0.5388888888888889
sensor_003,0.0,0.0,0.0,-0.021566194326925227,lower among failures,0.01062063331229012,0.3119784946236559,0.0,0.0,171,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.021566194326925227,0.0,0.5387005649717514
sensor_434,1.0,0.0,-0.0013315649023863494,0.2916540843903863,higher among failures,0.0006604739497403196,0.07935329341317365,0.0,0.05242601760865861,172,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2916540843903863,0.0,0.5381355932203391
sensor_338,0.0,0.0,0.0,0.11478053342969775,higher among failures,0.007297043517010519,0.18904078677673514,0.0,0.0,173,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11478053342969775,0.0,0.538135593220339
sensor_437,1.0,0.0,-0.0016399120631223785,0.21696218299616513,higher among failures,0.0006604739497403196,0.1015489021956088,0.0,0.06312803685133789,174,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.21696218299616513,0.0,0.5375706214689265
sensor_085,0.0,0.0,0.0,-0.5860504459460953,lower among failures,0.2749003984063745,0.0,0.0,0.0,175,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.5860504459460953,0.0,0.5365348399246704
sensor_358,0.0,0.0,0.0,0.5596547615281876,higher among failures,0.2749003984063745,0.0,0.0,0.0,176,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.5596547615281876,0.0,0.536346516007533
sensor_073,0.0,0.0,0.0,-0.1091095593020313,lower among failures,0.23276269091410656,0.1159163086119932,0.0,0.0,177,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1091095593020313,0.0,0.5362523540489642
sensor_346,0.0,0.0,0.0,-0.016000755074592914,lower among failures,0.23276269091410656,0.25493492745500956,0.0,0.0,178,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.016000755074592914,0.0,0.5358757062146893
sensor_145,0.75,0.0,-0.0005412687070620037,-0.2631868368666323,lower among failures,0.0,0.11443705868934387,0.0,0.13620082938051373,179,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2631868368666323,0.0,0.5353107344632768
sensor_581,0.0,0.0,0.0,0.06767697745573692,higher among failures,0.030899040323393523,0.16213512241054612,0.0,0.0,180,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.06767697745573692,0.0,0.5351224105461393
sensor_219,0.0,0.0,0.0,0.1641195882195125,higher among failures,0.009331515482676484,0.10480431848852903,0.0,0.0,181,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1641195882195125,0.0,0.534180790960452
sensor_208,0.0,0.0,0.0,-0.06369480290642217,lower among failures,0.00862860143978016,0.19671361502347423,0.0,0.0,182,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.06369480290642217,0.0,0.5328625235404896
sensor_332,0.0,0.0,0.0,0.13629743520960935,higher among failures,0.007297043517010519,0.14498204178341073,0.0,0.0,183,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.13629743520960935,0.0,0.5321092278719397
sensor_339,0.0,0.0,0.0,0.11802673441715245,higher among failures,0.00862860143978016,0.12679007377598925,0.0,0.0,184,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11802673441715245,0.0,0.5321092278719397
sensor_244,0.0,0.0,0.0,-0.25015698982140017,lower among failures,0.5597609561752988,0.0,0.0,0.0,185,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.25015698982140017,0.0,0.5310734463276836
sensor_516,0.0,0.0,0.0,-0.2486516345445465,lower among failures,0.5597609561752988,0.0,0.0,0.0,186,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2486516345445465,0.0,0.5306967984934087
sensor_071,0.0,0.0,0.0,0.014079748547717683,higher among failures,0.00862860143978016,0.331010060362173,0.0,0.0,187,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.014079748547717683,0.0,0.53060263653484
sensor_452,0.0,0.0,0.0,-0.22940958036907483,lower among failures,0.0013315579227696406,0.18085524568393097,0.0,0.0,188,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.22940958036907483,0.0,0.5304143126177024
sensor_382,0.0,0.0,0.0,-0.22863000295941802,lower among failures,0.5597609561752988,0.0,0.0,0.0,189,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.22863000295941802,0.0,0.528436911487759
sensor_518,0.0,0.0,0.0,0.21804154795959116,higher among failures,0.5597609561752988,0.0,0.0,0.0,190,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.21804154795959116,0.0,0.527306967984934
sensor_246,0.0,0.0,0.0,0.21759276305770345,higher among failures,0.5597609561752988,0.0,0.0,0.0,191,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.21759276305770345,0.0,0.5271186440677966
sensor_318,0.0,0.0,0.0,-0.161559877471747,lower among failures,0.0013315579227696406,0.23975564409030536,0.0,0.0,192,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.161559877471747,0.0,0.526647834274953
sensor_492,0.0,0.0,0.0,0.24405188819229492,higher among failures,0.2749003984063745,0.0,0.0,0.0,193,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.24405188819229492,0.0,0.5261770244821092
sensor_166,1.0,0.0,-0.002506103180010738,0.18530226215797066,higher among failures,0.0006604739497403196,0.0904271457085829,0.0,0.08489663000460163,194,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18530226215797066,0.0,0.5260828625235405
sensor_227,0.0,0.0,0.0,0.14946250047620602,higher among failures,0.00398406374501992,0.1752649800266311,0.0,0.0,195,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.14946250047620602,0.0,0.5260828625235405
sensor_043,0.0,0.0,0.0,0.11374281564351645,higher among failures,0.0013315579227696406,0.3099017264276228,0.0,0.0,196,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11374281564351645,0.0,0.5255178907721281
sensor_285,0.0,0.0,0.0,-0.09846336926035133,lower among failures,0.0,0.04754881936965849,0.034317637669592976,0.0,197,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.09846336926035133,0.27140969865134845,0.5255178907721281
sensor_343,0.0,0.0,0.0,0.11050931233416826,higher among failures,0.00862860143978016,0.11986586183769277,0.0,0.0,198,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11050931233416826,0.0,0.5255178907721281
sensor_566,0.0,0.0,0.0,-0.024902708727100716,lower among failures,0.322300677449987,0.1708466686063427,0.0,0.0,199,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.024902708727100716,0.0,0.5255178907721281
sensor_511,0.0,0.0,0.0,0.1655554342971812,higher among failures,0.00398406374501992,0.16063914780292943,0.0,0.0,200,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1655554342971812,0.0,0.5253295668549905
sensor_273,0.0,0.0,0.0,0.09811664618329538,higher among failures,0.01062063331229012,0.11625268817204298,0.0,0.0,201,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.09811664618329538,0.0,0.5247645951035781
sensor_488,1.0,0.0,-0.0005091926637389194,-0.24702514204284487,lower among failures,0.0,0.07598633429000376,0.0,0.16479123982494473,202,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.24702514204284487,0.0,0.5247645951035781
sensor_110,0.0,0.0,0.0,0.20454535420433098,higher among failures,0.5597609561752988,0.0,0.0,0.0,203,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20454535420433098,0.0,0.5242937853107345
sensor_055,0.0,0.0,0.0,0.12779988507329645,higher among failures,0.0020026418957989614,0.19625721818395292,0.0,0.0,204,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12779988507329645,0.0,0.5240112994350282
sensor_454,0.0,0.0,0.0,-0.16321454745717737,lower among failures,0.0013315579227696406,0.2173917662682603,0.0,0.0,205,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.16321454745717737,0.0,0.5238229755178908
sensor_357,0.0,0.0,0.0,0.1887261291340006,higher among failures,0.009331515482676484,0.058890688259109314,0.0,0.0,206,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1887261291340006,0.0,0.5236346516007533
sensor_568,0.0,0.0,0.0,0.026422344301083495,higher among failures,0.322300677449987,0.15666070909015334,0.0,0.0,207,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.026422344301083495,0.0,0.522316384180791
sensor_150,0.0,0.0,0.0,-0.0941254189244098,lower among failures,0.0,0.0451960467053224,0.0335195530726257,0.0,208,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.0941254189244098,0.09803321097571052,0.5213747645951037
sensor_180,0.0,0.0,0.0,-0.22210356611987625,lower among failures,0.0013315579227696406,0.1452270916334661,0.0,0.0,209,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.22210356611987625,0.0,0.5196798493408663
sensor_041,0.0,0.0,0.0,-0.016671139149659873,lower among failures,0.014572866987443037,0.18544667153381567,0.0,0.0,210,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.016671139149659873,0.0,0.5193973634651601
sensor_037,0.0,0.0,0.0,0.16632943337292116,higher among failures,0.0013315579227696406,0.19037450199203187,0.0,0.0,211,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.16632943337292116,0.0,0.5191148775894538
sensor_564,0.0,0.0,0.0,0.014117444470897618,higher among failures,0.322300677449987,0.1647699405627831,0.0,0.0,212,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.014117444470897618,0.0,0.5191148775894538
sensor_027,0.0,0.0,0.0,-0.11184706186163898,lower among failures,0.0006604739497403196,0.4234411177644711,0.0,0.0,213,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11184706186163898,0.0,0.517984934086629
sensor_182,0.0,0.0,0.0,-0.13985288998588993,lower among failures,0.0013315579227696406,0.20882868525896417,0.0,0.0,214,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.13985288998588993,0.0,0.517608286252354
sensor_474,0.0,0.0,0.0,0.056119900992008954,higher among failures,0.007297043517010519,0.20602117377160145,0.0,0.0,215,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.056119900992008954,0.0,0.517608286252354
sensor_413,0.0,0.0,0.0,0.10500135780968457,higher among failures,0.01062063331229012,0.09809139784946236,0.0,0.0,216,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.10500135780968457,0.0,0.5168549905838042
sensor_061,0.0,0.0,0.0,0.04060074843695831,higher among failures,0.00862860143978016,0.17454862508383634,0.0,0.0,217,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.04060074843695831,0.0,0.5159133709981167
sensor_277,0.0,0.0,0.0,-0.07349007874039999,lower among failures,0.01062063331229012,0.11867204301075274,0.0,0.0,218,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.07349007874039999,0.0,0.5159133709981167
sensor_114,1.0,0.0,-2.4166232537951858e-05,0.20311767280812565,higher among failures,0.0,0.006679009660426116,0.0,0.585786437626905,219,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20311767280812565,0.0,0.5154425612052731
sensor_004,0.0,0.0,0.0,-0.042936197959530936,lower among failures,0.01062063331229012,0.14508602150537636,0.0,0.0,220,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.042936197959530936,0.0,0.5153483992467043
sensor_170,0.0,0.0,0.0,0.15703766067927352,higher among failures,0.0013315579227696406,0.18677290836653382,0.0,0.0,221,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15703766067927352,0.0,0.5153483992467043
sensor_117,0.25,0.0,0.0,-0.0697293409451353,lower among failures,0.0,0.054707932583912044,0.0,1.0,222,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.0697293409451353,0.0,0.5144067796610169
sensor_387,1.0,0.0,-1.7434362905416333e-05,0.2018046470284942,higher among failures,0.0,0.006679009660426116,0.0,0.4494897427831781,223,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2018046470284942,0.0,0.5141242937853107
sensor_011,0.0,0.0,0.0,-0.20248430390756525,lower among failures,0.0,0.28867751364714256,0.0,0.0,224,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20248430390756525,0.0,0.5132768361581922
sensor_050,0.0,0.0,0.0,0.1226546168852186,higher among failures,0.0013315579227696406,0.20781407702523247,0.0,0.0,225,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1226546168852186,0.0,0.5127118644067796
sensor_213,0.0,0.0,0.0,0.18734522348140514,higher among failures,0.0,0.3036562140253898,0.0,0.0,226,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18734522348140514,0.0,0.5125235404896422
sensor_239,0.0,0.0,0.0,-0.10961595237401839,lower among failures,0.00398406374501992,0.1689613848202397,0.0,0.0,227,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.10961595237401839,0.0,0.5125235404896422
